PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Total_Fluorescence-Curve_Description,Total_Fluorescence-Fit_LogAC50,Total_Fluorescence-Fit_HillSlope,Total_Fluorescence-Fit_R2,Total_Fluorescence-Fit_InfiniteActivity,Total_Fluorescence-Fit_ZeroActivity,Total_Fluorescence-Fit_CurveClass,Total_Fluorescence-Excluded_Points,Total_Fluorescence-Max_Response,Total_Fluorescence-Activity at 0.0000080105 uM,Total_Fluorescence-Activity at 0.0000240316 uM,Total_Fluorescence-Activity at 0.0000720949 uM,Total_Fluorescence-Activity at 0.0002162846 uM,Total_Fluorescence-Activity at 0.0006488539 uM,Total_Fluorescence-Activity at 0.00195 uM,Total_Fluorescence-Activity at 0.00584 uM,Total_Fluorescence-Activity at 0.011 uM,Total_Fluorescence-Activity at 0.024 uM,Total_Fluorescence-Activity at 0.056 uM,Total_Fluorescence-Activity at 0.112 uM,Total_Fluorescence-Activity at 0.185 uM,Total_Fluorescence-Activity at 0.370 uM,Total_Fluorescence-Activity at 0.739 uM,Total_Fluorescence-Activity at 1.479 uM,Total_Fluorescence-Activity at 2.959 uM,Total_Fluorescence-Activity at 5.916 uM,Total_Fluorescence-Activity at 11.83 uM,Total_Fluorescence-Activity at 23.66 uM,Total_Fluorescence-Activity at 47.32 uM,Total_Fluorescence-Activity at 94.62 uM,Total_Fluorescence-Activity at 143.8 uM,Total_Fluorescence-Activity at 287.5 uM,FP-Curve_Description,FP-Fit_LogAC50,FP-Fit_HillSlope,FP-Fit_R2,FP-Fit_InfiniteActivity,FP-Fit_ZeroActivity,FP-Fit_CurveClass,FP-Excluded_Points,FP-Max_Response,FP-Activity at 0.0000080105 uM,FP-Activity at 0.0000240316 uM,FP-Activity at 0.0000720949 uM,FP-Activity at 0.0002162846 uM,FP-Activity at 0.0006488539 uM,FP-Activity at 0.00195 uM,FP-Activity at 0.00584 uM,FP-Activity at 0.011 uM,FP-Activity at 0.024 uM,FP-Activity at 0.056 uM,FP-Activity at 0.112 uM,FP-Activity at 0.185 uM,FP-Activity at 0.370 uM,FP-Activity at 0.739 uM,FP-Activity at 1.479 uM,FP-Activity at 2.959 uM,FP-Activity at 5.916 uM,FP-Activity at 11.83 uM,FP-Activity at 23.66 uM,FP-Activity at 47.32 uM,FP-Activity at 94.62 uM,FP-Activity at 143.8 uM,FP-Activity at 287.5 uM,Compound QC
166,4244986,6603675,CCOC1=CC2=C(C(=CN=C2C=C1)C(=O)OCC)N3CCN(CC3)C.Cl,Active,60,,,Inhibitor,31.6979,72.3276,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,1.6024,,,,,,,,,,1.0406,-0.0426,-1.0507,-0.1924,3.1898,-0.1043,1.03,0.6677,-2.2188,-5.0206,-6.8851,1.6024,,,Complete curve; partial efficacy,-4.499,2.0479,0.9532,-70.6507,1.6769,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-69.2654,,,,,,,,,,4.6477,7.1964,5.6972,3.8981,-3.4483,4.4978,-13.3433,-1.1994,-11.0945,-26.5367,-55.6222,-69.2654,,,QC'd by DPISMR
167,49648993,1477208,CC1=CC(=NC2=C1C=C(C=C2)Cl)N3CCOCC3,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,14.438,,,,,,,,,,-10.3565,-8.1328,-5.8429,-4.8112,-3.2666,-3.1145,-1.1988,-0.4637,-0.0579,2.0048,3.9561,14.438,,,,,,,,,4,,1.949,,,,,,,,,,-9.7451,4.4978,-7.946,13.3433,7.1964,11.5442,1.4993,11.3943,-2.6987,-6.2969,0.2999,1.949,,,QC'd by Key Organics Ltd.
168,49640993,1091481,C1CN(CCN1C(=O)N2CCOCC2)S(=O)(=O)C3=CC=C(C=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,7.7245,,,,,,,,,,-3.7307,-3.4534,-2.1572,0.3958,1.9432,2.2282,3.8364,3.1203,1.28,1.9199,4.4986,7.7245,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,2.2727,,,,,,,,,,-21.3636,-7.7273,-12.5758,-0.1515,-2.7273,1.9697,4.0909,4.3939,-6.0606,-3.3333,1.3636,2.2727,,,QC'd by Asinex Ltd.
169,22414559,4400709,C1=CC=NC(=C1)C(C2=CC=CC=N2)(C3=CC=CC=N3)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,9.6582,,,,,,,,,,,,-10.8716,-3.9875,-2.8524,-2.863,-1.8941,0.0331,-0.616,2.234,2.5582,1.8968,1.5255,9.6582,,,,,,,4,,-1.9925,,,,,,,,,,,,-0.2491,0.4981,-2.2416,-1.6189,6.2267,-5.8531,3.4869,-4.9813,-1.4944,0.1245,-9.0909,-1.9925,QC'd by Specs
170,49665404,24761089,CCN1CCN(CC1)CC(=O)NC2=CC=C(C=C2)C(=O)C.Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,3.8191,,,,,,,,,,1.1674,-0.4758,1.0097,0.1737,3.0606,3.0763,5.2476,1.6266,2.7131,3.3027,2.4662,3.8191,,,,,,,,,4,0 0 0 0 0 0 0 0 1 1 0 0,-11.2444,,,,,,,,,,1.949,-1.6492,1.4993,-5.8471,-4.048,-2.6987,-1.6492,2.2489,-14.6927,1.4993,-14.2429,-11.2444,,,QC'd by Asinex Ltd.
171,14744142,4343049,CC1CCC2=C(C1)SC3=NC=NC(=C23)N4C=NC5=C4C=C(C(=C5)C)C,Inconclusive,10,,,Fluorescent,31.6228,40.2308,,Complete curve; partial efficacy,-4.5,1.8851,0.9526,42.8642,2.6334,1.2,0 0 0 0 0 0 0 0 0 0 0 0,37.1129,,,,,,,,,,0.3694,1.8081,7.955,-1.1389,2.6882,5.3277,3.2279,5.4953,10.5917,18.1228,38.1022,37.1129,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,23.0885,,,,,,,,,,2.9985,-2.5487,-11.8441,-11.3943,-2.3988,2.2489,-11.8441,3.5982,8.5457,14.2429,27.7361,23.0885,,,QC'd by DPISMR
172,49729400,3136182,CC1=CC=C(C=C1)S(=O)(=O)N(CC(=O)NC2CC3CCC2C3)C4=CC(=C(C=C4)OC)OC,Inactive,0,,,Activator,25.1785,34.4175,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,29.7548,,,,,,,,,,-11.2587,-9.7071,-7.4606,-6.0035,-3.7263,-2.1549,-2.7374,-0.4798,2.2052,8.9652,20.3892,29.7548,,,Partial curve; partial efficacy,-4.599,2.3332,0.8752,34.6507,0.2331,2.2,0 0 0 0 1 1 0 0 0 0 0 0,29.3853,,,,,,,,,,-7.0465,4.1979,0,-4.4978,20.2399,14.093,8.5457,3.5982,5.5472,17.2414,36.7316,29.3853,,,QC'd by Asinex Ltd.
173,17504267,3154666,CC1=C(C(=O)NN1)C(C2=CN(C3=CC=CC=C32)CC4=CC=CC=C4Cl)C5=C(NNC5=O)C,Inconclusive,10,,,Quencher,223.872,60.4502,,Single point of activity,-3.65,2.4064,0.9182,-58.8147,1.6355,-3,0 0 0 0 0 0 0 0 0 0 0 0,-44.5566,,,,,,,,,,,,0.1229,-2.8257,1.6979,0.3434,4.0888,0.1289,0.315,3.6014,0.5471,3.1176,-7.2489,-44.5566,,,,,,,4,0 0 0 1 0 0 1 0 0 0 0 0,-15.5666,,,,,,,,,,,,-4.9813,-3.2379,-6.8493,-17.061,-10.4608,-12.3288,-2.1171,-13.325,-13.5741,-15.5666,-19.4271,-15.5666,QC'd by Asinex Ltd.
174,17411276,3456065,C1=CC=C2C(=C1)C(=NNC2=O)CC3=CC=C(O3)C4=CC=C(C=C4)Cl,Inconclusive,10,,,Fluorescent,63.2456,68.8988,,Partial curve; partial efficacy,-4.199,1.9673,0.9797,70.4477,1.5489,2.2,0 0 0 0 0 0 0 0 0 0 0 0,56.8115,,,,,,,,,,-2.1307,0.6996,0.5388,0.9382,1.7152,2.6846,2.4237,5.0857,7.8519,13.8833,27.7542,56.8115,,,Partial curve; partial efficacy,-4.199,1.3723,0.7999,61.1589,-1.7309,2.2,0 0 0 0 0 0 0 0 0 0 0 0,49.1754,,,,,,,,,,-9.2954,3.8981,0.5997,-4.6477,1.1994,-0.8996,-0.5997,4.6477,1.949,24.8876,11.8441,49.1754,,,QC'd by DPISMR
175,49732904,992586,C1=CC=C2C(=C1)C(=CC(=C2O)SCC(=O)O)NS(=O)(=O)C3=CC=C(C=C3)Br,Inconclusive,10,,,Quencher,63.2456,57.6982,,Partial curve; partial efficacy,-4.199,1.9282,0.996,-57.6505,0.0477,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-43.6746,,,,,,,,,,-0.3931,0.6682,0.4558,-1.0094,-0.5199,-0.1353,0.8486,0.1647,-2.4992,-12.2957,-25.8874,-43.6746,,,Partial curve; high efficacy,-4.199,1.9887,0.9725,-187.717,3.1754,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-148.276,,,,,,,,,,0.1499,3.8981,8.3958,-11.994,7.0465,7.3463,2.8486,10.4948,-9.4453,-39.5802,-71.3643,-148.276,,,QC'd by Chem Div
176,49730016,864036,CCC1=CC=CC=C1NC(=O)COC2=CC=CC(=C2)N3C=NN=N3,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,-6.3788,,,,,,,,,,,,-0.1088,1.8536,2.8753,2.1525,2.9597,1.8303,2.5534,1.351,-2.1686,-1.3859,-3.1192,-6.3788,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,-3.6115,,,,,,,,,,,,-8.5928,-7.0984,2.3661,2.4907,-2.7397,-1.7435,0,2.8643,-8.7173,3.8605,0.4981,-3.6115,QC'd by Asinex Ltd.
177,4252221,608301,CCCC1=NC2=C(O1)C3=CC=CC=C3NC2=O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 1 0 0 0 0 0 0 0 0 0,17.3182,,,,,,,,,,2.1471,0.0645,10.5204,-0.2738,2.2743,2.3893,0.6693,1.5722,1.2597,0.0702,3.1164,17.3182,,,,,,,,,4,0 0 0 0 0 0 0 1 0 0 0 1,10.1515,,,,,,,,,,6.0606,1.8182,2.2727,1.8182,3.7879,-5,-1.9697,8.6364,-15,-1.6667,-7.2727,10.1515,,,QC'd by DPISMR
178,24781197,4571362,C1C(N(N=C1C2=CC3=CC=CC=C3C=C2)C(=O)CSC4=NN=NN4C5=CC=C(C=C5)O)C6=CC=CC=C6,Inconclusive,21,,,Inhibitor,17.825,60.603,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,18.3734,,,,,,,,,,2.9167,1.4033,2.4982,3.5785,6.5147,6.1429,6.3851,5.5196,3.9948,6.1399,13.9736,18.3734,,,Complete curve; partial efficacy,-4.749,4.9549,0.9235,-60.8909,-0.2879,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-45.1515,,,,,,,,,,-5.4545,3.0303,4.8485,3.1818,-4.697,-7.8788,-1.8182,3.0303,-11.0606,-68.0303,-65.7576,-45.1515,,,QC'd by Enamine
179,49644765,2181801,CCCOC1=CC=C(C=C1)C(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,Inconclusive,10,,,Fluorescent,28.2508,47.3052,,Partial curve; partial efficacy,-4.549,1.9282,0.9835,46.0886,-1.2166,2.2,0 0 0 0 0 0 0 0 0 0 0 0,48.0397,,,,,,,,,,-0.9206,-0.0517,-0.199,-2.3054,-3.0517,-0.217,-0.0241,2.4962,10.7914,19.7169,34.3881,48.0397,,,Partial curve; partial efficacy,-4.649,0.7,0.8663,45.7016,-5.1462,2.2,0 0 0 0 0 0 0 0 0 0 0 0,35.6822,,,,,,,,,,-5.2474,-10.1949,6.1469,-7.7961,5.5472,4.4978,-0.8996,15.7421,15.1424,17.2414,31.7841,35.6822,,,QC'd by Asinex Ltd.
180,49680507,16245557,C1=CSC(=C1)CNCC(=O)NC2=C(C=CC(=C2)Cl)C#N.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,12.5486,,,,,,,,,,1.7687,2.0643,1.2513,2.1943,3.8684,4.4685,4.4072,4.8002,4.239,5.4659,12.5089,12.5486,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,2.7273,,,,,,,,,,-17.2727,-8.4848,-4.697,-1.8182,-1.8182,-3.4848,0.1515,-5.1515,11.8182,3.4848,12.1212,2.7273,,,QC'd by Enamine
181,49667151,3439803,CN1C2=C(C=C3C(=C2)NC=N3)N(C1=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-0.7418,,,,,,,,,,-8.1382,-10.4015,-11.0517,-10.2733,-6.6775,-5.2758,-5.7708,-5.2825,-3.1815,-5.6668,-2.2527,-0.7418,,,,,,,,,4,0 0 0 0 1 0 0 1 0 0 0 0,10.9091,,,,,,,,,,-10.4545,-3.1818,4.697,0.4545,15.4545,2.2727,10.4545,-4.3939,2.8788,2.7273,9.697,10.9091,,,QC'd by Chem Div
182,17403657,5750365,C1=CC=C(C=C1)/C=C/C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=C(C=CC(=C2)Cl)Cl,Inconclusive,20,,,Inhibitor,25.1189,51.2497,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 0,11.7697,,,,,,,,,,,,2.2063,-2.7393,0.0581,3.5518,4.2703,3.1937,-4.5983,-8.1616,-12.2999,-0.2212,16.2462,11.7697,Complete curve; partial efficacy; poor fit,-4.6,4.9549,0.8809,-56.1382,-4.8885,-1.4,0 0 0 0 0 0 0 0 0 1 0 1,18.68,,,,,,,,,,,,-8.3437,3.2379,-3.1133,-4.7323,-0.4981,-13.076,-11.5816,-5.1059,-60.6476,-112.578,-47.5716,18.68,QC'd by DPISMR
183,49667379,24761173,CC(=O)NC1C2=C(C=CC(=C2)F)N(C1=O)CCN3CCOCC3.Cl,Inconclusive,21,,,Inhibitor,7.9621,46.2736,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-6.9774,,,,,,,,,,5.108,9.4374,9.4972,5.3574,7.9413,5.0944,3.0692,3.8104,5.0452,8.8143,8.9552,-6.9774,,,Complete curve; partial efficacy,-5.099,2.0437,0.9731,-40.7736,5.5,-1.2,0 0 0 0 0 0 0 0 0 0 0 0,-34.6327,,,,,,,,,,5.8471,6.5967,2.9985,6.8966,2.6987,6.7466,-3.2984,-13.6432,-28.9355,-37.6312,-47.5262,-34.6327,,,QC'd by InterBioScreen
184,853188,6602647,COC1=CC=C(C=C1)CN2C(=NN=N2)C(C3=CC=CC=C3)N4CCN(CC4)C5CCCC5.Cl,Inconclusive,10,,,Fluorescent,50.2377,44.5242,,Partial curve; partial efficacy,-4.299,1.1341,0.9684,42,-2.5242,2.2,0 0 0 1 0 0 0 0 0 0 0 0,32.1362,,,,,,,,,,-5.4369,-3.42,-2.5398,8.5108,-0.7122,1.4594,-0.5309,2.6155,7.5181,9.8242,20.0062,32.1362,,,Partial curve; partial efficacy; poor fit,-3.8,2.4064,0.7881,-42.8307,-2.2658,-2.4,0 0 0 0 0 0 0 0 0 0 0 0,-42.2744,,,,,,,,,,,,1.4833,10.3832,-4.3263,-10.2596,-7.4166,-2.843,-4.9444,-0.2472,-3.3375,-12.1137,-14.9567,-42.2744,QC'd by DPISMR
185,22402498,4620317,COC1=CC=CC=C1NS(=O)(=O)C2=C(C=CC(=C2)NC(=O)NC3=CC=CC=C3)N4CCCCC4,Inconclusive,10,,,Fluorescent,56.3677,42.6787,,Partial curve; partial efficacy,-4.249,2.4064,0.9695,43.3973,0.7185,2.2,0 0 0 0 0 0 0 0 0 0 0 0,36.1738,,,,,,,,,,1.9084,1.7522,1.6039,-0.3912,2.597,2.0462,1.8822,-3.1512,-1.5751,8.3708,24.2145,36.1738,,,Complete curve; high efficacy,-4.9,3.99,0.9781,-75.1409,-2.3333,-1.1,0 0 0 0 0 0 0 0 0 0 0 1,-28.1879,,,,,,,,,,0.8949,-1.7897,-2.349,-3.2438,-2.4609,-2.1253,-2.9083,-10.8501,-47.4273,-82.4385,-65.66,-28.1879,,,QC'd by Enamine
186,11113895,4629,C[N+](C)(C)CC#CCN1CCCC1=O,Inactive,0,,,Inactive,,,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,2.6742,,,,,,,,,,,,-1.3572,-1.1981,-1.4356,0.2716,2.3358,2.6973,1.0527,0.2576,0.3071,-0.2616,-3.3495,2.6742,,,,,,,4,0 1 0 0 1 0 0 0 0 0 0 0,-6.2267,,,,,,,,,,,,1.7435,11.8306,6.7248,5.7285,-1.6189,0.7472,8.2192,12.9514,-2.8643,0.8717,-0.9963,-6.2267,QC'd by Tocris
187,24828129,4876708,CC(CC(=O)NC1=NC2=CC=CC=C2N1)N3C=CN=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,1.3468,,,,,,,,,,-0.9573,-0.0718,1.4356,1.4583,3.845,3.5318,3.242,0.639,2.3206,2.0005,1.382,1.3468,,,,,,,,,4,0 0 0 0 0 0 1 0 1 0 0 0,-14.093,,,,,,,,,,4.3478,7.3463,-2.9985,3.8981,1.7991,6.4468,-10.4948,-4.3478,4.6477,-13.6432,-5.0975,-14.093,,,QC'd by Enamine
188,17431809,1336233,CCCC(=O)NC1=CC(=CC=C1)NC(=O)C2=C(C=C(C=C2)[N+](=O)[O-])Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-19.1044,,,,,,,,,,,,1.5599,1.1021,-1.325,3.0126,0.3174,1.8972,2.4049,-1.4205,-1.6058,-6.1066,-12.2358,-19.1044,,,,,,,4,0 0 0 1 0 0 0 0 0 0 0 0,-11.0834,,,,,,,,,,,,6.7248,-1.6189,0.8717,12.5778,-1.4944,7.3474,4.3587,6.2267,2.2416,-4.9813,-5.8531,-11.0834,QC'd by ChemBridge
189,17505404,54681785,CCCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=C(SC=C3)C(=O)OC)O,Active,81,,,Inhibitor,14.1589,79.493,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 0,9.9477,,,,,,,,,,-10.7585,-8.608,-8.0363,-6.0368,-4.1304,-3.1458,-3.0527,-3.8268,-5.3464,-3.4373,6.8385,9.9477,,,Complete curve; high efficacy,-4.849,3.5117,0.911,-78.9536,0.5394,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-57.1212,,,,,,,,,,-6.6667,8.9394,7.8788,-11.3636,3.0303,4.0909,-5,-1.0606,-41.8182,-73.9394,-98.9394,-57.1212,,,QC'd by InterBioScreen
190,17517096,4440170,CC1=C(C=C(C=C1)NC(=O)C(C2=CC=CC=C2)OC(=O)C3=CC=C(C=C3)C=O)Cl,Inconclusive,10,,,Fluorescent,125.892,27.3017,,Partial curve; partial efficacy,-3.9,4.9549,0.862,26,-1.3017,2.2,0 0 0 0 0 0 0 0 0 0 0 0,26.5412,,,,,,,,,,,,1.6346,0.184,0.3899,1.9803,2.229,1.298,-1.5353,-5.3164,-7.7515,-5.8791,16.0627,26.5412,Complete curve; high efficacy,-4.45,4.9549,0.9353,-76.7616,-4.8019,-1.1,0 0 0 0 0 0 0 0 0 0 0 0,-63.8197,,,,,,,,,,-1.4235,-7.9478,-7.5919,-1.4235,-10.9134,2.7284,-5.3381,-8.1851,-3.6773,-19.6916,-85.2906,-63.8197,,,QC'd by Enamine
191,49673743,16249150,CCOC(=O)C1CCN(CC1)CC(COCC2=CC=CC=C2)O.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0,-4.9691,,,,,,,,,,,,0.6102,1.9764,-1.046,0.6841,0.7849,-2.3785,-0.2448,-0.6355,-3.1074,-3.5472,-5.1111,-4.9691,,,,,,,4,0 1 0 0 0 0 0 0 0 0 0 0,-20.0498,,,,,,,,,,,,0,-9.8381,6.3512,2.8643,-4.9813,6.7248,10.2117,1.6189,-2.4907,-9.9626,-13.6986,-20.0498,QC'd by Enamine
192,49665178,2990800,CCOC(=O)N1CCN(CC1)CC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42.C(=O)(C(=O)O)O,Inconclusive,10,,,Fluorescent,50.2377,64.4415,,Partial curve; partial efficacy,-4.299,1.2475,0.9753,57.0968,-7.3448,2.2,0 0 0 0 0 0 0 0 0 0 0 0,43.4983,,,,,,,,,,-10.4617,-11.3214,-9.6146,-7.2783,-4.7568,-2.6382,-2.5589,-1.4851,5.7087,11.7669,27.0829,43.4983,,,Partial curve; partial efficacy,-4.399,1,0.8791,52.5364,3.9242,2.2,0 0 0 0 0 0 0 0 0 0 0 0,43.7879,,,,,,,,,,0.6061,6.2121,5.6061,3.6364,9.3939,8.6364,-0.1515,15.9091,21.8182,15.9091,33.3333,43.7879,,,QC'd by InterBioScreen
193,29215124,379077,C1COCCN1CCNC2=C(C(=O)C3=C(C2=O)N=CC=C3)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-21.2716,,,,,,,,,,,,0.9716,1.4824,1.3546,3.0625,-0.7237,1.7327,-2.0142,-6.6334,-7.3425,-11.6301,-14.9128,-21.2716,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-21.0461,,,,,,,,,,,,-2.9888,4.8568,-0.2491,-7.8456,-4.9813,-2.7397,-12.0797,-22.2914,-17.1856,-16.1893,-28.269,-21.0461,QC'd by SigmaAldrich
194,17505744,4416734,CCOP(=O)(C(C(Cl)(Cl)Cl)NC(=O)C1=CC=CC=C1C)OCC,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 1,1.3189,,,,,,,,,,,,2.9961,1.169,2.3317,1.2503,1.1483,-0.2107,1.9128,0.3394,-1.236,-4.6886,-4.7583,1.3189,,,,,,,4,,-1.9925,,,,,,,,,,,,-3.2379,3.6115,5.2304,-5.3549,1.7435,-1.7435,-0.9963,1.4944,2.3661,-5.604,-5.7285,-1.9925,QC'd by InterBioScreen
195,49646063,3713164,CC1(CC(=O)C(C(=O)C1)C(C2C(=O)CC(CC2=O)(C)C)C3=CC=C(C=C3)OCC(=O)OC)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-1.0591,,,,,,,,,,-0.0319,0.0759,-0.0552,1.7716,0.8549,39.2577,-0.5084,-1.1266,0.3395,0.3373,-1.4319,-1.0591,,,,,,,,,4,0 0 0 0 0 1 0 0 0 0 0 0,-18.0303,,,,,,,,,,-1.0606,1.5152,-2.2727,-3.6364,-3.4848,35.7576,-3.9394,-3.1818,2.8788,-2.7273,-2.5758,-18.0303,,,QC'd by InterBioScreen
196,49680421,16248125,CC1=CC(=C(N1C2=CC=C(C=C2)OC)C)CNCCC3=CC=C(C=C3)OC.C(=O)(C(=O)O)O,Inconclusive,10,,,Fluorescent,50.2377,58.4866,,Partial curve; partial efficacy,-4.299,2.7202,0.9838,56.8766,-1.61,2.2,0 0 0 0 0 0 0 0 0 0 0 0,51.8398,,,,,,,,,,-4.36,-4.0533,-4.4144,-1.8177,0.2185,1.3344,0.6884,1.9475,-1.5015,8.7201,31.9097,51.8398,,,,,,,,,4,0 0 0 0 0 0 0 0 1 0 0 1,28.3333,,,,,,,,,,-15,-12.1212,-9.5455,-7.2727,0.1515,-6.3636,6.9697,3.4848,-7.7273,7.5758,21.6667,28.3333,,,QC'd by Enamine
197,24782122,10000306,CC1=CC2=C(C=C1C)NC3=C2C=[N+](C4=CC=CC=C43)C.[I-],Active,42,,,Inhibitor,56.3677,131.871,,,,,,,,4,1 0 0 0 0 0 0 0 0 0 0 1,2.0182,,,,,,,,,,0.0269,0.733,0.0381,1.5854,3.3995,3.3589,3.0248,1.2254,3.0275,3.923,-4.7068,2.0182,,,Partial curve; high efficacy,-4.249,3.132,0.9706,-128.682,3.1894,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-112.879,,,,,,,,,,-4.697,-5.7576,8.7879,-1.8182,8.9394,0,0.7576,14.697,7.8788,-9.3939,-70.4545,-112.879,,,QC'd by Specs
198,49668462,135580037,C1=CC(=C(C=C1[N+](=O)[O-])NC2=C(C=CC3=NON=C32)[N+](=O)[O-])O,Inconclusive,10,,,Quencher,141.254,52.6612,,Partial curve; partial efficacy,-3.85,2.7202,0.9877,-55.2003,-2.5391,-2.2,0 0 0 0 0 0 0 0 0 0 0 0,-51.1114,,,,,,,,,,,,-3.6872,-0.3891,-4.2703,-2.6961,-1.4108,-1.4611,-1.8758,-2.3329,-5.57,-11.0439,-26.8563,-51.1114,Partial curve; high efficacy,-3.8,2.7202,0.9523,-89.8057,-9.3593,-2.1,0 0 0 0 0 0 0 0 0 0 0 0,-88.0448,,,,,,,,,,,,-9.8381,-5.7285,-1.868,-7.472,-12.8269,-12.2042,-11.5816,-12.9514,-14.6949,-12.7024,-40.9714,-88.0448,QC'd by Chem Div
199,49680897,16243193,COC1=CC=CC=C1CNCC(=O)NC2=CC=C(C=C2)C#N.C(=O)(C(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,1.4909,,,,,,,,,,,,-9.3738,-10.6576,-9.7702,-5.8842,-4.46,-3.5552,0.755,-3.1598,-0.752,-1.1823,-1.1075,1.4909,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,-25.5293,,,,,,,,,,,,4.1096,11.9552,8.5928,6.1021,2.7397,5.1059,-0.8717,0,-3.3624,-8.8418,-10.3362,-25.5293,QC'd by Enamine
200,17509547,4401703,C1=CC=C(C=C1)C(=O)CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl,Inactive,0,,,Activator,79.6214,53.7727,,,,,,,,4,1 0 0 0 0 0 0 1 0 0 0 0,6.8104,,,,,,,,,,-6.2753,-5.2348,-6.1416,-3.3102,-1.8688,-1.4591,-1.1414,0.743,-2.5491,-3.4084,-6.4655,6.8104,,,Single point of activity,-4.099,4.9549,0.7857,54.5303,0.7576,3,0 0 0 0 0 0 0 0 0 0 0 0,49.2424,,,,,,,,,,-11.5152,14.2424,-5.1515,-1.3636,2.7273,6.9697,9.0909,2.1212,-3.3333,-7.7273,8.6364,49.2424,,,QC'd by Chem Div
201,17431879,2294457,C1=CC=C(C=C1)/C=C/C(=O)NC2=NN=C(S2)SCC(=O)C3=CC4=CC=CC=C4C=C3,Active,81,,,Inhibitor,17.825,110.936,,,,,,,,4,0 0 0 0 0 0 0 0 0 0 0 0,28.665,,,,,,,,,,-7.8295,-5.4086,-2.6488,-2.263,-3.5268,-3.2311,-5.8179,-7.4378,-7.3334,-0.5108,14.1524,28.665,,,Complete curve; high efficacy,-4.749,2.7868,0.99,-110.936,0,-1.1,0 0 0 0 0 0 0 0 0 0 0 1,-36.2819,,,,,,,,,,-5.997,-5.6972,-1.4993,3.8981,7.7961,0.7496,-1.0495,-6.2969,-40.6297,-86.3568,-107.496,-36.2819,,,QC'd by ChemBridge
